transaction_id,user_id,date,merchant,category,amount,is_debit,status
T005427,U0024,2024-01-02,PayPal,Transfer,263.94,1,completed
T005428,U0125,2023-07-11,Employer Direct Deposit,Income,5624.82,0,completed
T005429,U0079,2023-07-26,Uber,Travel,83.65,1,completed
T005430,U0125,2023-05-27,Netflix,Entertainment,109.41,1,completed
T005431,U0151,2023-10-14,Steam,Entertainment,190.78,1,completed
T005432,U0286,2024-08-02,DoorDash,Food & Dining,492.49,1,completed
T005433,U0033,2024-02-13,Netflix,Entertainment,306.76,1,completed
T005434,U0331,2024-03-24,Steam,Entertainment,269.77,1,completed
T005435,U0006,2023-11-09,Marriott,Travel,46.99,1,completed
T005436,U0234,2023-02-19,AMC Theatres,Entertainment,18.44,1,completed
T005437,U0310,2024-06-27,ZocDoc,Healthcare,443.12,1,completed
T005438,U0299,2024-05-05,Cigna,Healthcare,390.38,1,completed
T005439,U0469,2024-08-15,Amazon,Shopping,316.61,1,completed
T005440,U0336,2023-06-20,Chipotle,Food & Dining,182.33,1,pending
T005441,U0381,2023-01-07,Marriott,Travel,163.34,1,failed
T005442,U0416,2023-05-16,Freelance Payment,Income,3556.14,0,completed
T005443,U0212,2024-03-10,Bank Transfer,Transfer,1110.28,1,completed
T005444,U0167,2024-02-11,Bank Transfer,Transfer,74.28,1,completed
T005445,U0157,2023-05-14,ESPN+,Entertainment,86.05,1,completed
T005446,U0386,2023-02-05,Nike,Shopping,451.18,1,completed
T005447,U0193,2024-02-15,T-Mobile,Utilities,482.3,1,pending
T005448,U0161,2024-04-28,Marriott,Travel,283.8,1,completed
T005449,U0323,2024-05-23,Marriott,Travel,103.09,1,completed
T005450,U0110,2023-06-11,Walmart,Shopping,403.17,1,completed
T005451,U0007,2024-08-13,Employer Direct Deposit,Income,6722.04,0,completed
T005452,U0494,2023-11-04,Freelance Payment,Income,1803.99,0,completed
T005453,U0053,2024-07-08,Spotify,Entertainment,279.24,1,completed
T005454,U0467,2023-11-28,Starbucks,Food & Dining,41.13,1,completed
T005455,U0059,2023-12-13,Zelle,Transfer,1375.85,1,completed
T005456,U0324,2024-11-28,McDonalds,Food & Dining,81.29,1,completed
T005457,U0254,2024-05-15,Starbucks,Food & Dining,181.7,1,completed
T005458,U0030,2024-02-12,CVS Pharmacy,Healthcare,139.16,1,completed
T005459,U0187,2023-02-26,Delta Airlines,Travel,434.48,1,completed
T005460,U0198,2024-04-22,Employer Direct Deposit,Income,3236.77,0,completed
T005461,U0200,2023-06-25,Walmart,Shopping,204.07,1,completed
T005462,U0099,2023-10-10,Zelle,Transfer,358.2,1,completed
T005463,U0011,2024-05-07,Employer Direct Deposit,Income,4741.88,0,completed
T005464,U0090,2023-07-13,Cigna,Healthcare,102.43,1,completed
T005465,U0254,2024-05-20,T-Mobile,Utilities,72.6,1,completed
T005466,U0237,2024-07-01,AMC Theatres,Entertainment,354.19,1,completed
T005467,U0285,2023-09-23,Starbucks,Food & Dining,169.12,1,failed
T005468,U0159,2023-05-18,Airbnb,Travel,201.87,1,completed
T005469,U0168,2024-12-21,T-Mobile,Utilities,51.66,1,completed
T005470,U0044,2024-01-09,Starbucks,Food & Dining,24.05,1,completed
T005471,U0163,2024-09-15,Freelance Payment,Income,7868.52,0,failed
T005472,U0486,2024-09-24,Delta Airlines,Travel,66.31,1,completed
T005473,U0046,2023-05-03,Delta Airlines,Travel,424.5,1,completed
T005474,U0369,2023-09-01,AT&T,Utilities,114.97,1,completed
T005475,U0415,2023-10-03,Venmo,Transfer,1159.19,1,completed
T005476,U0394,2023-12-15,Bank Transfer,Transfer,1020.93,1,completed
T005477,U0223,2024-07-02,Walmart,Shopping,482.4,1,completed
T005478,U0376,2023-05-08,Con Edison,Utilities,40.51,1,completed
T005479,U0179,2023-10-17,Venmo,Transfer,1211.05,1,failed
T005480,U0208,2024-04-15,Zelle,Transfer,619.35,1,completed
T005481,U0096,2023-11-03,Walgreens,Healthcare,281.52,1,completed
T005482,U0066,2024-02-26,ESPN+,Entertainment,80.91,1,completed
T005483,U0353,2024-07-12,Apple Store,Shopping,120.39,1,completed
T005484,U0252,2024-04-26,Cigna,Healthcare,364.35,1,completed
T005485,U0392,2024-04-17,Venmo Transfer,Income,4360.12,0,completed
T005486,U0376,2023-07-15,ZocDoc,Healthcare,318.41,1,completed
T005487,U0291,2024-09-29,Con Edison,Utilities,448.57,1,completed
T005488,U0030,2024-01-21,Marriott,Travel,182.23,1,completed
T005489,U0066,2023-11-11,Venmo Transfer,Income,2559.6,0,completed
T005490,U0061,2024-09-20,McDonalds,Food & Dining,458.06,1,completed
T005491,U0225,2024-06-30,Steam,Entertainment,324.34,1,completed
T005492,U0466,2024-04-27,Uber,Travel,291.43,1,completed
T005493,U0399,2023-02-21,Starbucks,Food & Dining,284.68,1,completed
T005494,U0073,2024-12-16,Nike,Shopping,178.46,1,completed
T005495,U0447,2023-10-22,Employer Direct Deposit,Income,7152.87,0,completed
T005496,U0057,2024-01-10,Airbnb,Travel,132.33,1,completed
T005497,U0418,2024-02-27,McDonalds,Food & Dining,391.38,1,completed
T005498,U0339,2024-10-06,Walmart,Shopping,487.32,1,pending
T005499,U0171,2024-04-22,AT&T,Utilities,122.38,1,pending
T005500,U0298,2023-07-08,Nike,Shopping,410.16,1,completed
T005501,U0230,2024-05-18,Walmart,Shopping,480.08,1,completed
T005502,U0355,2024-10-11,Starbucks,Food & Dining,34.76,1,completed
T005503,U0393,2023-12-04,Spotify,Entertainment,306.19,1,failed
T005504,U0376,2023-11-10,One Medical,Healthcare,83.46,1,completed
T005505,U0061,2024-09-23,Steam,Entertainment,209.79,1,completed
T005506,U0192,2023-03-26,Cash App,Transfer,1966.22,1,completed
T005507,U0296,2023-06-20,McDonalds,Food & Dining,216.78,1,pending
T005508,U0241,2023-08-30,One Medical,Healthcare,202.54,1,completed
T005509,U0048,2024-09-11,Spotify,Entertainment,282.26,1,completed
T005510,U0324,2023-11-04,DoorDash,Food & Dining,421.53,1,completed
T005511,U0109,2023-05-30,ZocDoc,Healthcare,226.9,1,completed
T005512,U0428,2023-09-24,Con Edison,Utilities,330.01,1,completed
T005513,U0423,2024-10-18,Walgreens,Healthcare,125.79,1,completed
T005514,U0096,2023-05-28,Bank Transfer,Transfer,1453.75,1,completed
T005515,U0283,2024-01-08,Freelance Payment,Income,6679.97,0,completed
T005516,U0343,2023-07-21,ESPN+,Entertainment,154.28,1,completed
T005517,U0104,2023-01-20,Venmo Transfer,Income,2940.24,0,completed
T005518,U0363,2023-06-28,Uber,Travel,257.67,1,completed
T005519,U0278,2024-04-12,Steam,Entertainment,100.67,1,completed
T005520,U0098,2023-09-10,Target,Shopping,11.81,1,completed
T005521,U0257,2023-09-12,ZocDoc,Healthcare,315.28,1,completed
T005522,U0391,2023-07-05,Netflix,Entertainment,492.91,1,completed
T005523,U0356,2023-06-06,Target,Shopping,147.97,1,completed
T005524,U0404,2024-10-10,CVS Pharmacy,Healthcare,285.89,1,completed
T005525,U0069,2023-02-26,PayPal,Transfer,498.62,1,completed
T005526,U0367,2024-02-14,Comcast,Utilities,26.0,1,completed
T005527,U0058,2023-04-09,Uber,Travel,409.79,1,completed
T005528,U0035,2024-01-01,Walmart,Shopping,163.48,1,completed
T005529,U0366,2023-10-01,Uber Eats,Food & Dining,317.76,1,completed
T005530,U0316,2023-06-05,Walgreens,Healthcare,447.89,1,completed
T005531,U0094,2024-02-07,ZocDoc,Healthcare,154.16,1,completed
T005532,U0482,2024-01-17,Uber,Travel,428.21,1,completed
T005533,U0167,2023-02-06,ESPN+,Entertainment,470.81,1,completed
T005534,U0151,2023-04-04,Apple Store,Shopping,422.55,1,completed
T005535,U0399,2023-12-24,Comcast,Utilities,358.32,1,completed
T005536,U0234,2023-09-18,Cigna,Healthcare,465.94,1,failed
T005537,U0296,2023-12-08,Venmo,Transfer,1390.17,1,completed
T005538,U0038,2024-05-23,Con Edison,Utilities,474.8,1,completed
T005539,U0303,2023-08-25,Freelance Payment,Income,2215.74,0,completed
T005540,U0138,2024-02-24,Uber,Travel,124.52,1,completed
T005541,U0280,2024-02-25,Employer Direct Deposit,Income,1938.9,0,completed
T005542,U0414,2023-09-01,National Grid,Utilities,159.34,1,completed
T005543,U0311,2024-03-22,DoorDash,Food & Dining,469.89,1,completed
T005544,U0056,2023-02-26,Walgreens,Healthcare,158.57,1,completed
T005545,U0332,2024-01-03,Venmo Transfer,Income,5673.51,0,completed
T005546,U0490,2023-03-21,Cash App,Transfer,626.02,1,completed
T005547,U0177,2024-06-01,Employer Direct Deposit,Income,1294.23,0,completed
T005548,U0041,2023-02-15,Starbucks,Food & Dining,41.17,1,completed
T005549,U0386,2023-04-09,Venmo Transfer,Income,6947.05,0,completed
T005550,U0161,2024-06-09,Lyft,Travel,263.17,1,completed
T005551,U0271,2023-10-15,Netflix,Entertainment,400.03,1,completed
T005552,U0158,2023-09-06,Nike,Shopping,278.32,1,completed
T005553,U0262,2023-12-27,Bank Transfer,Transfer,195.42,1,completed
T005554,U0429,2024-09-02,National Grid,Utilities,24.78,1,completed
T005555,U0256,2024-01-26,Uber Eats,Food & Dining,168.37,1,completed
T005556,U0137,2024-05-05,Lyft,Travel,89.7,1,completed
T005557,U0413,2024-05-14,PayPal,Transfer,330.05,1,completed
T005558,U0040,2024-04-03,Walmart,Shopping,78.86,1,completed
T005559,U0142,2024-03-06,Steam,Entertainment,142.79,1,completed
T005560,U0263,2024-06-30,Netflix,Entertainment,112.53,1,completed
T005561,U0326,2024-09-04,Bank Transfer,Transfer,1176.3,1,failed
T005562,U0328,2024-10-18,Comcast,Utilities,129.14,1,failed
T005563,U0215,2024-04-17,AMC Theatres,Entertainment,446.07,1,completed
T005564,U0497,2024-07-31,Zelle,Transfer,89.93,1,completed
T005565,U0463,2024-01-17,Freelance Payment,Income,1478.65,0,completed
T005566,U0308,2023-03-28,Venmo,Transfer,861.47,1,completed
T005567,U0442,2024-11-15,Chipotle,Food & Dining,304.59,1,completed
T005568,U0205,2023-11-07,Employer Direct Deposit,Income,2742.61,0,completed
T005569,U0206,2023-08-03,DoorDash,Food & Dining,295.11,1,completed
T005570,U0237,2023-12-24,McDonalds,Food & Dining,265.57,1,pending
T005571,U0059,2023-08-08,Freelance Payment,Income,2681.58,0,completed
T005572,U0295,2023-09-05,Cash App,Transfer,56.49,1,completed
T005573,U0370,2024-12-05,Freelance Payment,Income,4900.47,0,completed
T005574,U0293,2023-04-21,Lyft,Travel,186.85,1,completed
T005575,U0205,2023-04-16,Delta Airlines,Travel,73.5,1,completed
T005576,U0040,2023-10-25,Uber,Travel,169.83,1,completed
T005577,U0484,2023-10-30,Chipotle,Food & Dining,295.75,1,completed
T005578,U0329,2024-08-23,Uber Eats,Food & Dining,459.36,1,completed
T005579,U0069,2024-10-08,Cash App,Transfer,927.33,1,completed
T005580,U0457,2023-11-14,PayPal,Transfer,767.46,1,completed
T005581,U0366,2023-10-16,McDonalds,Food & Dining,125.87,1,completed
T005582,U0101,2023-01-31,Starbucks,Food & Dining,290.97,1,completed
T005583,U0113,2024-09-21,AT&T,Utilities,154.99,1,pending
T005584,U0290,2024-12-09,DoorDash,Food & Dining,486.88,1,completed
T005585,U0348,2024-08-02,Bank Transfer,Transfer,1924.31,1,completed
T005586,U0240,2024-02-01,One Medical,Healthcare,78.0,1,completed
T005587,U0114,2023-04-13,Steam,Entertainment,261.89,1,completed
T005588,U0359,2023-12-11,Airbnb,Travel,79.29,1,completed
T005589,U0004,2023-01-05,Employer Direct Deposit,Income,2161.54,0,completed
T005590,U0102,2023-10-21,Airbnb,Travel,21.4,1,completed
T005591,U0037,2023-04-15,Cash App,Transfer,385.22,1,completed
T005592,U0420,2024-07-31,T-Mobile,Utilities,368.82,1,completed
T005593,U0231,2024-10-06,Apple Store,Shopping,84.67,1,completed
T005594,U0223,2023-03-13,Chipotle,Food & Dining,207.58,1,completed
T005595,U0182,2023-08-11,Target,Shopping,290.4,1,completed
T005596,U0115,2024-05-12,ZocDoc,Healthcare,318.17,1,completed
T005597,U0238,2024-03-02,Employer Direct Deposit,Income,1580.28,0,completed
T005598,U0123,2023-11-27,Venmo Transfer,Income,6803.89,0,completed
T005599,U0104,2023-11-07,ZocDoc,Healthcare,79.34,1,completed
T005600,U0373,2023-06-02,Cigna,Healthcare,127.03,1,completed
T005601,U0379,2023-03-14,Employer Direct Deposit,Income,2710.21,0,completed
T005602,U0474,2023-11-04,Venmo,Transfer,746.64,1,completed
T005603,U0015,2024-06-29,Amazon,Shopping,17.72,1,completed
T005604,U0009,2024-08-24,Venmo Transfer,Income,6685.21,0,pending
T005605,U0430,2023-09-12,Apple Store,Shopping,335.43,1,completed
T005606,U0078,2023-01-26,Employer Direct Deposit,Income,2845.86,0,pending
T005607,U0366,2024-08-04,Apple Store,Shopping,416.99,1,completed
T005608,U0490,2024-09-22,Apple Store,Shopping,64.35,1,completed
T005609,U0371,2024-11-23,Venmo Transfer,Income,5194.73,0,completed
T005610,U0079,2024-07-27,Cash App,Transfer,1113.38,1,completed
T005611,U0476,2023-02-16,CVS Pharmacy,Healthcare,111.78,1,completed
T005612,U0446,2023-03-13,Target,Shopping,258.8,1,completed
T005613,U0493,2023-01-10,Walmart,Shopping,474.49,1,completed
T005614,U0096,2023-06-10,Target,Shopping,158.8,1,completed
T005615,U0108,2023-11-16,Chipotle,Food & Dining,226.32,1,completed
T005616,U0051,2024-08-09,Employer Direct Deposit,Income,6213.88,0,completed
T005617,U0208,2023-04-13,Freelance Payment,Income,3071.39,0,completed
T005618,U0186,2023-08-06,Bank Transfer,Transfer,157.03,1,completed
T005619,U0396,2024-02-04,ZocDoc,Healthcare,137.34,1,completed
T005620,U0236,2023-12-02,Lyft,Travel,331.37,1,completed
T005621,U0215,2024-04-10,CVS Pharmacy,Healthcare,363.37,1,completed
T005622,U0397,2023-09-29,AMC Theatres,Entertainment,130.62,1,completed
T005623,U0025,2024-09-10,Venmo,Transfer,1886.29,1,completed
T005624,U0260,2024-02-07,Target,Shopping,374.4,1,failed
T005625,U0206,2023-07-10,CVS Pharmacy,Healthcare,408.28,1,completed
T005626,U0231,2023-01-05,CVS Pharmacy,Healthcare,417.06,1,completed
T005627,U0079,2024-04-06,Lyft,Travel,176.6,1,pending
T005628,U0443,2024-05-15,Chipotle,Food & Dining,462.88,1,completed
T005629,U0263,2023-03-25,Amazon,Shopping,15.33,1,completed
T005630,U0253,2023-12-07,Venmo Transfer,Income,3067.26,0,completed
T005631,U0100,2023-08-20,Uber,Travel,199.29,1,completed
T005632,U0103,2023-03-04,CVS Pharmacy,Healthcare,141.89,1,completed
T005633,U0499,2024-09-05,Freelance Payment,Income,3102.2,0,completed
T005634,U0294,2023-09-16,Cigna,Healthcare,259.35,1,completed
T005635,U0149,2023-04-20,AMC Theatres,Entertainment,14.63,1,completed
T005636,U0488,2023-01-05,Cash App,Transfer,1511.92,1,completed
T005637,U0249,2023-11-17,AMC Theatres,Entertainment,287.91,1,completed
T005638,U0280,2023-02-07,Spotify,Entertainment,223.19,1,completed
T005639,U0293,2023-04-20,Nike,Shopping,287.72,1,completed
T005640,U0387,2023-10-12,Starbucks,Food & Dining,308.81,1,completed
T005641,U0486,2023-10-21,Walmart,Shopping,148.27,1,pending
T005642,U0046,2024-08-29,Con Edison,Utilities,212.59,1,completed
T005643,U0399,2024-11-12,Spotify,Entertainment,331.67,1,completed
T005644,U0279,2023-12-17,Venmo Transfer,Income,3618.18,0,completed
T005645,U0168,2024-11-27,Nike,Shopping,15.2,1,completed
T005646,U0410,2023-09-07,Steam,Entertainment,453.62,1,completed
T005647,U0097,2024-09-24,Chipotle,Food & Dining,347.98,1,completed
T005648,U0060,2024-10-03,Lyft,Travel,203.3,1,completed
T005649,U0356,2023-04-25,Venmo Transfer,Income,7700.71,0,completed
T005650,U0058,2023-04-17,PayPal,Transfer,1989.01,1,completed
T005651,U0013,2024-12-12,One Medical,Healthcare,456.69,1,completed
T005652,U0466,2023-07-20,PayPal,Transfer,1589.7,1,completed
T005653,U0382,2024-01-21,T-Mobile,Utilities,429.2,1,pending
T005654,U0416,2023-06-07,ESPN+,Entertainment,433.15,1,completed
T005655,U0135,2024-04-09,Venmo Transfer,Income,5646.47,0,completed
T005656,U0336,2023-10-08,Target,Shopping,289.1,1,completed
T005657,U0393,2024-02-04,Bank Transfer,Transfer,891.83,1,completed
T005658,U0440,2024-01-08,Chipotle,Food & Dining,280.49,1,completed
T005659,U0466,2024-04-18,Steam,Entertainment,304.55,1,completed
T005660,U0030,2023-05-20,Nike,Shopping,170.82,1,completed
T005661,U0247,2023-09-27,Steam,Entertainment,197.79,1,completed
T005662,U0297,2023-04-15,Venmo,Transfer,1878.57,1,completed
T005663,U0390,2024-05-12,Con Edison,Utilities,4.44,1,completed
T005664,U0384,2024-11-08,Steam,Entertainment,67.9,1,completed
T005665,U0327,2024-02-09,Apple Store,Shopping,199.97,1,completed
T005666,U0207,2023-11-26,Uber,Travel,64.82,1,completed
T005667,U0024,2023-01-25,Chipotle,Food & Dining,311.33,1,completed
T005668,U0102,2023-02-19,Starbucks,Food & Dining,334.07,1,completed
T005669,U0143,2023-03-27,Amazon,Shopping,409.35,1,completed
T005670,U0109,2024-08-22,Employer Direct Deposit,Income,4217.71,0,completed
T005671,U0246,2024-10-03,Cigna,Healthcare,258.11,1,completed
T005672,U0120,2023-01-02,Target,Shopping,25.35,1,completed
T005673,U0145,2024-06-27,Airbnb,Travel,427.14,1,completed
T005674,U0001,2024-10-01,Venmo Transfer,Income,1358.64,0,completed
T005675,U0202,2023-05-11,Freelance Payment,Income,2376.5,0,pending
T005676,U0054,2023-09-28,Amazon,Shopping,333.32,1,completed
T005677,U0208,2024-10-05,Cash App,Transfer,505.12,1,failed
T005678,U0367,2024-03-05,Con Edison,Utilities,36.96,1,completed
T005679,U0308,2024-07-14,Apple Store,Shopping,69.83,1,completed
T005680,U0339,2023-03-25,Employer Direct Deposit,Income,4683.88,0,failed
T005681,U0461,2024-05-07,CVS Pharmacy,Healthcare,193.43,1,completed
T005682,U0030,2023-06-09,Netflix,Entertainment,96.41,1,completed
T005683,U0241,2024-09-14,Nike,Shopping,120.89,1,completed
T005684,U0151,2024-08-28,T-Mobile,Utilities,34.93,1,completed
T005685,U0131,2023-01-16,Freelance Payment,Income,6856.21,0,completed
T005686,U0443,2023-08-22,Apple Store,Shopping,329.98,1,failed
T005687,U0443,2023-06-02,Marriott,Travel,442.98,1,completed
T005688,U0436,2023-04-15,Freelance Payment,Income,2223.63,0,completed
T005689,U0008,2024-08-20,AMC Theatres,Entertainment,131.5,1,completed
T005690,U0263,2023-07-10,AT&T,Utilities,157.88,1,pending
T005691,U0151,2023-09-22,Freelance Payment,Income,3108.99,0,completed
T005692,U0205,2024-12-21,AMC Theatres,Entertainment,365.36,1,completed
T005693,U0390,2023-03-18,Amazon,Shopping,155.94,1,failed
T005694,U0107,2024-03-12,Netflix,Entertainment,130.24,1,completed
T005695,U0371,2024-07-29,Chipotle,Food & Dining,250.84,1,completed
T005696,U0422,2024-12-20,Con Edison,Utilities,175.16,1,completed
T005697,U0479,2024-12-16,DoorDash,Food & Dining,444.61,1,completed
T005698,U0255,2023-02-23,Bank Transfer,Transfer,360.03,1,completed
T005699,U0085,2023-01-17,Target,Shopping,357.19,1,completed
T005700,U0019,2024-04-24,Employer Direct Deposit,Income,2178.09,0,completed
T005701,U0394,2023-01-24,Freelance Payment,Income,2514.55,0,completed
T005702,U0450,2024-07-02,CVS Pharmacy,Healthcare,398.56,1,completed
T005703,U0199,2024-11-04,Con Edison,Utilities,310.38,1,completed
T005704,U0327,2023-08-21,Cash App,Transfer,1448.54,1,failed
T005705,U0045,2024-01-03,ESPN+,Entertainment,488.42,1,completed
T005706,U0225,2023-03-11,Con Edison,Utilities,283.03,1,completed
T005707,U0200,2024-04-07,Uber,Travel,136.18,1,completed
T005708,U0195,2024-11-22,Nike,Shopping,109.85,1,completed
T005709,U0063,2023-08-12,Venmo,Transfer,1426.76,1,completed
T005710,U0441,2024-10-30,National Grid,Utilities,232.58,1,completed
T005711,U0154,2024-01-09,Target,Shopping,474.14,1,completed
T005712,U0058,2023-08-01,Airbnb,Travel,17.25,1,completed
T005713,U0345,2024-02-12,Chipotle,Food & Dining,478.21,1,completed
T005714,U0166,2023-06-20,Marriott,Travel,314.88,1,failed
T005715,U0451,2024-04-22,Marriott,Travel,113.14,1,pending
T005716,U0294,2023-02-10,Delta Airlines,Travel,444.21,1,completed
T005717,U0206,2023-06-25,Netflix,Entertainment,319.06,1,completed
T005718,U0139,2023-10-25,Freelance Payment,Income,4813.38,0,completed
T005719,U0413,2023-05-17,DoorDash,Food & Dining,5.28,1,completed
T005720,U0214,2023-10-30,Uber Eats,Food & Dining,70.59,1,completed
T005721,U0084,2024-11-29,Nike,Shopping,358.8,1,completed
T005722,U0106,2024-10-06,Employer Direct Deposit,Income,3768.92,0,completed
T005723,U0053,2023-12-06,Con Edison,Utilities,47.5,1,completed
T005724,U0026,2023-03-24,Chipotle,Food & Dining,18.12,1,completed
T005725,U0172,2023-09-20,Cigna,Healthcare,355.58,1,completed
T005726,U0428,2024-12-07,Airbnb,Travel,25.73,1,completed
T005727,U0121,2023-05-18,DoorDash,Food & Dining,66.24,1,completed
T005728,U0409,2023-08-25,Marriott,Travel,3.4,1,pending
T005729,U0079,2024-10-17,Walgreens,Healthcare,138.78,1,failed
T005730,U0497,2024-08-11,AT&T,Utilities,59.13,1,completed
T005731,U0073,2023-01-31,Marriott,Travel,432.51,1,completed
T005732,U0053,2024-02-10,Venmo Transfer,Income,2547.79,0,completed
T005733,U0324,2024-01-30,Venmo Transfer,Income,6853.04,0,completed
T005734,U0324,2023-09-12,CVS Pharmacy,Healthcare,104.76,1,completed
T005735,U0193,2023-09-16,Con Edison,Utilities,34.01,1,completed
T005736,U0402,2024-02-05,Nike,Shopping,133.42,1,completed
T005737,U0176,2023-10-22,Uber Eats,Food & Dining,146.49,1,completed
T005738,U0113,2023-12-04,Starbucks,Food & Dining,364.98,1,completed
T005739,U0400,2023-05-27,Freelance Payment,Income,5060.75,0,completed
T005740,U0390,2023-01-04,Marriott,Travel,294.0,1,completed
T005741,U0401,2023-01-07,Walmart,Shopping,160.29,1,completed
T005742,U0243,2024-08-09,Venmo Transfer,Income,7847.57,0,completed
T005743,U0031,2023-12-04,Netflix,Entertainment,418.56,1,completed
T005744,U0489,2024-12-15,AT&T,Utilities,123.78,1,completed
T005745,U0045,2024-05-30,Chipotle,Food & Dining,419.05,1,completed
T005746,U0363,2024-10-13,Cash App,Transfer,622.24,1,completed
T005747,U0093,2024-12-17,CVS Pharmacy,Healthcare,425.71,1,completed
T005748,U0381,2023-12-15,Employer Direct Deposit,Income,6223.06,0,completed
T005749,U0298,2023-04-20,Comcast,Utilities,45.3,1,pending
T005750,U0352,2023-11-24,Uber,Travel,254.26,1,completed
T005751,U0477,2024-04-01,Lyft,Travel,352.65,1,completed
T005752,U0129,2023-02-11,Lyft,Travel,112.08,1,failed
T005753,U0051,2024-08-24,Cigna,Healthcare,11.3,1,completed
T005754,U0391,2024-06-30,ZocDoc,Healthcare,445.67,1,completed
T005755,U0380,2024-07-10,Venmo,Transfer,874.9,1,completed
T005756,U0202,2023-07-02,Walgreens,Healthcare,305.36,1,completed
T005757,U0413,2024-12-09,Con Edison,Utilities,384.55,1,completed
T005758,U0481,2023-07-05,T-Mobile,Utilities,24.51,1,completed
T005759,U0428,2024-02-21,T-Mobile,Utilities,222.59,1,completed
T005760,U0412,2024-11-27,Amazon,Shopping,95.81,1,completed
T005761,U0102,2024-12-26,Netflix,Entertainment,154.11,1,completed
T005762,U0238,2024-03-28,Employer Direct Deposit,Income,7118.34,0,completed
T005763,U0067,2024-02-03,Amazon,Shopping,2.28,1,completed
T005764,U0315,2024-08-07,T-Mobile,Utilities,233.45,1,pending
T005765,U0113,2024-11-06,Walmart,Shopping,464.33,1,completed
T005766,U0175,2023-07-26,Target,Shopping,190.7,1,completed
T005767,U0435,2023-01-08,Employer Direct Deposit,Income,7407.89,0,completed
T005768,U0134,2024-11-28,Cash App,Transfer,1501.7,1,completed
T005769,U0184,2024-12-04,Netflix,Entertainment,494.22,1,completed
T005770,U0170,2023-04-30,Employer Direct Deposit,Income,6233.91,0,completed
T005771,U0159,2024-08-31,Bank Transfer,Transfer,270.76,1,completed
T005772,U0387,2023-02-19,National Grid,Utilities,456.36,1,completed
T005773,U0015,2024-06-17,Spotify,Entertainment,339.03,1,completed
T005774,U0326,2024-06-09,AT&T,Utilities,184.02,1,completed
T005775,U0423,2024-10-29,Venmo Transfer,Income,1734.39,0,completed
T005776,U0082,2024-08-12,Walgreens,Healthcare,234.77,1,completed
T005777,U0373,2023-01-09,Uber Eats,Food & Dining,323.23,1,completed
T005778,U0157,2023-10-19,Bank Transfer,Transfer,1238.64,1,failed
T005779,U0260,2023-11-17,ZocDoc,Healthcare,232.35,1,pending
T005780,U0144,2023-10-11,ZocDoc,Healthcare,56.94,1,pending
T005781,U0239,2024-08-18,Cash App,Transfer,1813.14,1,completed
T005782,U0439,2024-01-30,Employer Direct Deposit,Income,5481.75,0,pending
T005783,U0091,2023-11-01,Walgreens,Healthcare,384.76,1,completed
T005784,U0486,2023-02-01,Nike,Shopping,468.47,1,completed
T005785,U0396,2024-08-16,Steam,Entertainment,326.83,1,completed
T005786,U0277,2023-02-25,T-Mobile,Utilities,232.11,1,completed
T005787,U0035,2024-06-02,Freelance Payment,Income,6985.5,0,completed
T005788,U0426,2023-12-04,AMC Theatres,Entertainment,209.49,1,failed
T005789,U0134,2024-05-03,Nike,Shopping,264.07,1,failed
T005790,U0278,2024-11-24,Steam,Entertainment,21.39,1,completed
T005791,U0436,2024-03-29,Netflix,Entertainment,326.77,1,completed
T005792,U0395,2024-02-02,Cash App,Transfer,205.96,1,pending
T005793,U0451,2024-11-04,Steam,Entertainment,14.72,1,completed
T005794,U0027,2024-07-01,Bank Transfer,Transfer,451.47,1,completed
T005795,U0198,2023-07-22,Airbnb,Travel,358.32,1,completed
T005796,U0227,2023-08-30,CVS Pharmacy,Healthcare,452.29,1,completed
T005797,U0259,2024-07-21,AT&T,Utilities,167.85,1,completed
T005798,U0089,2023-03-31,Airbnb,Travel,382.96,1,pending
T005799,U0499,2023-07-20,Freelance Payment,Income,2110.35,0,completed
T005800,U0100,2023-10-19,Comcast,Utilities,312.29,1,completed
T005801,U0496,2023-05-24,McDonalds,Food & Dining,484.35,1,completed
T005802,U0219,2023-03-18,Cash App,Transfer,598.2,1,completed
T005803,U0016,2024-08-22,Comcast,Utilities,123.03,1,completed
T005804,U0399,2024-12-12,Con Edison,Utilities,226.84,1,failed
T005805,U0148,2023-02-11,Delta Airlines,Travel,206.71,1,completed
T005806,U0405,2024-03-04,Target,Shopping,487.24,1,completed
T005807,U0136,2023-10-08,T-Mobile,Utilities,400.06,1,completed
T005808,U0322,2023-04-21,Target,Shopping,276.4,1,completed
T005809,U0343,2024-05-04,Target,Shopping,339.15,1,completed
T005810,U0422,2023-11-29,DoorDash,Food & Dining,16.77,1,completed
T005811,U0138,2023-06-22,Target,Shopping,434.91,1,pending
T005812,U0391,2024-01-09,Netflix,Entertainment,194.33,1,completed
T005813,U0245,2024-11-18,AT&T,Utilities,4.18,1,completed
T005814,U0088,2023-12-15,Con Edison,Utilities,291.15,1,completed
T005815,U0045,2024-12-23,Employer Direct Deposit,Income,3329.81,0,completed
T005816,U0070,2024-07-05,Cash App,Transfer,1219.32,1,completed
T005817,U0460,2024-10-23,Spotify,Entertainment,70.18,1,completed
T005818,U0472,2024-09-07,ESPN+,Entertainment,32.73,1,completed
T005819,U0002,2023-01-30,Employer Direct Deposit,Income,4636.84,0,completed
